name,address,location,listed_in(city),cuisines,price,rating,votes,rest_type
XO Belgian Waffle,"105, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Desserts,Beverages",400,4.6,834,Dessert Parlor
eat.fit,"93/A 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.6,155,Delivery
The Reservoire,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Continental,North Indian,Chinese,American",1300,4.6,2585,"Bar, Casual Dining"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"European,Continental",1800,4.6,4997,"Casual Dining, Pub"
Fenny's Lounge And Kitchen,"115, 3rd Floor, Opposite Raheja Arcade, Koramangala 7th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Mediterranean,Pizza,Continental,Seafood,Salad",1600,4.6,6372,"Bar, Casual Dining"
The Terrace at Gilly's Redefined,"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Continental,Finger Food,Asian,North Indian",1400,4.6,890,"Microbrewery, Casual Dining"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"European,Continental",1800,4.6,5002,"Casual Dining, Pub"
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4695,Lounge
The Terrace at Gilly's Redefined,"413, 100 Feet Road, Next E-Zone, Koramangala 4th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Continental,Finger Food,Asian,North Indian",1400,4.6,895,"Microbrewery, Casual Dining"
The Reservoire,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",Koramangala 5th Block,Koramangala 5th Block,"Continental,North Indian,Chinese,American",1300,4.6,2590,"Bar, Casual Dining"
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Cafe,American,Burger",600,4.6,7127,Cafe
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Koramangala 6th Block,Koramangala 6th Block,"Cafe,Desserts,Continental",550,4.6,1026,"Cafe, Dessert Parlor"
Corner House Ice Cream,"146, Near William Penn, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Ice Cream,Desserts",400,4.6,278,Dessert Parlor
The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Desserts,Beverages",300,4.6,121,Dessert Parlor
Smoke House Deli,"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"European,Italian,Desserts,Salad,Juices",1600,4.6,5436,Casual Dining
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4695,Lounge
Kurtoskalacs,"130, 17th H Main Road, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Desserts,Fast Food",400,4.6,272,"Dessert Parlor, Quick Bites"
XO Belgian Waffle,"105, 1st A Cross, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Desserts,Beverages",400,4.6,834,Dessert Parlor
eat.fit,"93/A 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.6,155,Delivery
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4707,Lounge
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Cafe,American,Burger",600,4.6,7129,Cafe
The Reservoire,"17th Main Road, JNC Road, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"Continental,North Indian,Chinese,American",1300,4.6,2592,"Bar, Casual Dining"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"European,Continental",1800,4.6,5015,"Casual Dining, Pub"
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",Koramangala 6th Block,Koramangala 6th Block,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.6,1892,"Casual Dining, Bar"
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,Desserts,Continental",550,4.6,1026,"Cafe, Dessert Parlor"
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,American,Burger",600,4.6,7129,Cafe
Corner House Ice Cream,"146, Near William Penn, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Ice Cream,Desserts",400,4.6,283,Dessert Parlor
Galito's,"Vega City Mall, 3rd Floor, Bannerghatta Road, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"African,Burger",1000,4.6,415,Casual Dining
The Pancake Story,"18, Ground Floor, 7th Main, 80ft Road, Koramangala 1st Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Desserts,Beverages",300,4.6,121,Dessert Parlor
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4707,Lounge
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.6,1892,"Casual Dining, Bar"
The Blue Wagon - Kitchen,"615/1, Ground Floor, Janardhan Mansion, 10th C Main, 32nd D Cross, 4th Block, Jayanagar, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,Beverages",400,4.6,237,Cafe
Kurtoskalacs,"130, 17th H Main Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Desserts,Fast Food",400,4.6,277,"Dessert Parlor, Quick Bites"
eat.fit,"93/A 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.6,158,Delivery
Koramangala Social,"118, Koramangala Industrial Area, Koramangala 7th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"American,North Indian,Chinese,Finger Food",1500,4.6,4714,Lounge
Lot Like Crepes,"203, 1st Main, Koramangala 7th Block, bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,Desserts,Continental",550,4.6,1027,"Cafe, Dessert Parlor"
The Hole in the Wall Cafe,"4, 8th Main Road, Koramangala 4th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"Cafe,American,Burger",600,4.6,7137,Cafe
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"European,Continental",1800,4.6,5017,"Casual Dining, Pub"
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.6,1895,"Casual Dining, Bar"
The Boozy Griffin,"2nd Floor, 1st A Cross Road, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"European,Continental",1800,4.6,5024,"Casual Dining, Pub"
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",Koramangala 7th Block,Koramangala 7th Block,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.6,1897,"Casual Dining, Bar"
Olive Bar And Kitchen,"16, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Lavelle Road,Lavelle Road,"Mediterranean,European,Salad",1800,4.6,2211,Casual Dining
Rim Naam - The Oberoi,"The Oberoi, 37-39, MG Road, Bangalore",Lavelle Road,Lavelle Road,Thai,3000,4.6,986,Fine Dining
Brik Oven,"19, Church Street, Bangalore",Lavelle Road,Lavelle Road,"Cafe,Pizza,Beverages",1100,4.6,2289,Cafe
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",Lavelle Road,Lavelle Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,2513,Casual Dining
Caperberry,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",Lavelle Road,Lavelle Road,"Spanish,Italian,Mediterranean,European,Salad",2200,4.6,1438,Fine Dining
Communiti,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Lavelle Road,Lavelle Road,"Continental,BBQ,Salad",1500,4.6,3998,"Microbrewery, Casual Dining"
Yauatcha,"1 MG Mall, MG Road, Bangalore",Lavelle Road,Lavelle Road,"Chinese,Asian,Cantonese,Tea",2800,4.6,2369,Fine Dining
Toast & Tonic,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Lavelle Road,Lavelle Road,"European,Asian",1500,4.6,1091,Casual Dining
Stories,"77, West of Chord Road, Beside To Mahalakshmi Layout Metro Station, Rajajinagar, Bangalore",Malleshwaram,Malleshwaram,"Continental,North Indian,Chinese",1100,4.6,2315,"Casual Dining, Bar"
Sea Rock,"6/4, 1st and 2nd Floor, Above Shivananda Stores, Shivananda Circle, Seshadripuram, Bangalore",Malleshwaram,Malleshwaram,"Mangalorean,Seafood,South Indian,North Indian,Chinese",1000,4.6,514,Casual Dining
Stories,"77, West of Chord Road, Beside To Mahalakshmi Layout Metro Station, Rajajinagar, Bangalore",Malleshwaram,Malleshwaram,"Continental,North Indian,Chinese",1100,4.6,2338,"Casual Dining, Bar"
Brew and Barbeque - A Microbrewery Pub,"36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Continental,North Indian,BBQ,Steak",1400,4.6,5894,"Microbrewery, Pub"
Onesta,"90/3, Opposite Innovative Multiplex, Beside World of Titan, Outer Ring Road, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Pizza,Cafe,Italian",600,4.6,2906,"Casual Dining, Cafe"
Dock Frost'd,"Sriven Square Building, Ground Floor, Near Kundanahalli Signal, Marathahalli",Marathahalli,Marathahalli,"Beverages,Desserts",400,4.6,121,"Beverage Shop, Dessert Parlor"
Galito's,"120, Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Marathahalli,Marathahalli,"African,Burger",1000,4.6,592,Casual Dining
Brew and Barbeque - A Microbrewery Pub,"36/4, Fourth Floor, Soul Space Arena, Outer Ring Road, Doddanekkundi Village, Marathahalli, Bangalore",Marathahalli,Marathahalli,"Continental,North Indian,BBQ,Steak",1400,4.6,5913,"Microbrewery, Pub"
Rim Naam - The Oberoi,"The Oberoi, 37-39, MG Road, Bangalore",MG Road,MG Road,Thai,3000,4.6,988,Fine Dining
Brik Oven,"19, Church Street, Bangalore",MG Road,MG Road,"Cafe,Pizza,Beverages",1100,4.6,2293,Cafe
Smoor,"1131, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",MG Road,MG Road,"Desserts,Cafe,Beverages",900,4.6,1726,"Dessert Parlor, Cafe"
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",MG Road,MG Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,2518,Casual Dining
Yauatcha,"1 MG Mall, MG Road, Bangalore",MG Road,MG Road,"Chinese,Asian,Cantonese,Tea",2800,4.6,2369,Fine Dining
Communiti,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",MG Road,MG Road,"Continental,BBQ,Salad",1500,4.6,4021,"Microbrewery, Casual Dining"
Toast & Tonic,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",MG Road,MG Road,"European,Asian",1500,4.6,1092,Casual Dining
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",MG Road,MG Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,2519,Casual Dining
Caperberry,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",MG Road,MG Road,"Spanish,Italian,Mediterranean,European,Salad",2200,4.6,1438,Fine Dining
Big Pitcher,"LR Arcade,4121, Old Airport Road, Bangalore",Old Airport Road,Old Airport Road,"American,Continental,North Indian,Mediterranean",1800,4.6,9272,"Pub, Microbrewery"
Smoor,"1131, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Desserts,Cafe,Beverages",900,4.6,1732,"Dessert Parlor, Cafe"
The Fatty Bao - Asian Gastro Bar,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Japanese,Sushi,Asian",1200,4.6,3818,"Casual Dining, Bar"
Smoke House Deli,"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,5446,Casual Dining
Natural Ice Cream,"Next to Apple Of My Eye, 12th Main, 2nd Stage, HAL, Off 100 Feet Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Ice Cream,Beverages",200,4.6,945,Dessert Parlor
Big Pitcher,"LR Arcade,4121, Old Airport Road, Bangalore",Old Airport Road,Old Airport Road,"American,Continental,North Indian,Mediterranean",1800,4.6,9300,"Pub, Microbrewery"
The Fatty Bao - Asian Gastro Bar,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Japanese,Sushi,Asian",1200,4.6,3823,"Casual Dining, Bar"
Smoke House Deli,"1209, 100 Feet Road, Opposite Apollo Clinic, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,5448,Casual Dining
Tipsy Bull - The Bar Exchange,"2008, 2nd Floor, 100 Feet Road, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,"Chinese,Continental,North Indian,Mexican",1400,4.6,3173,"Bar, Casual Dining"
Chianti,"960, Next To Gold Gym,12thMain, HAL 2nd Stage, Indiranagar, Bangalore",Old Airport Road,Old Airport Road,Italian,1500,4.6,4453,Casual Dining
Stories,"77, West of Chord Road, Beside To Mahalakshmi Layout Metro Station, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"Continental,North Indian,Chinese",1100,4.6,2396,"Casual Dining, Bar"
Stories,"77, West of Chord Road, Beside To Mahalakshmi Layout Metro Station, Rajajinagar, Bangalore",Rajajinagar,Rajajinagar,"Continental,North Indian,Chinese",1100,4.6,2423,"Casual Dining, Bar"
Brik Oven,"19, Church Street, Bangalore",Residency Road,Residency Road,"Cafe,Pizza,Beverages",1100,4.6,2295,Cafe
Hammered,"18, Ali Askar Road, Cunningham Road, Bangalore",Residency Road,Residency Road,"North Indian,Thai,Japanese,Continental,Cafe",1300,4.6,4841,"Pub, Cafe"
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",Residency Road,Residency Road,"European,Italian,Desserts,Salad,Juices",1600,4.6,2521,Casual Dining
Communiti,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Residency Road,Residency Road,"Continental,BBQ,Salad",1500,4.6,4119,"Microbrewery, Casual Dining"
Yauatcha,"1 MG Mall, MG Road, Bangalore",Residency Road,Residency Road,"Chinese,Asian,Cantonese,Tea",2800,4.6,2372,Fine Dining
Toast & Tonic,"14/1, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Residency Road,Residency Road,"European,Asian",1500,4.6,1095,Casual Dining
Caperberry,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",Residency Road,Residency Road,"Spanish,Italian,Mediterranean,European,Salad",2200,4.6,1439,Fine Dining
Communiti,"67 & 68, Brigade Solitaire, Opposite to Advaith Hyundai, Residency Road, Bangalore",Residency Road,Residency Road,"Continental,BBQ,Salad",1500,4.6,4048,"Microbrewery, Casual Dining"
Chili's American Grill & Bar,"13, The Bay, RMZ EcoWorld, Bellandur, Bangalore",Sarjapur Road,Sarjapur Road,"American,Tex-Mex,Burger,BBQ",1800,4.6,1534,"Casual Dining, Bar"
Via Milano,"The Gran Carmen, Sarjapur Road, Bangalore",Sarjapur Road,Sarjapur Road,"Salad,Italian,Desserts,Pizza",1500,4.6,142,Casual Dining
Shakes Theory,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Banashankari,Banashankari,"Beverages,Sandwich",300,4.5,155,Beverage Shop
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",Bannerghatta Road,Bannerghatta Road,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,1178,Delivery
XO Belgian Waffle,"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",Bannerghatta Road,Bannerghatta Road,"Desserts,Beverages",400,4.5,549,Dessert Parlor
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",Bannerghatta Road,Bannerghatta Road,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,1179,Delivery
Hakuna Matata,"1231/35/2, 24th Main, 7th Phase, Opposite Brigade Palm Springs, JP Nagar, Bangalore",Bannerghatta Road,Bannerghatta Road,"North Indian,Asian,Seafood,Chinese",1200,4.5,2781,"Casual Dining, Bar"
Shakes Theory,"766/25-01, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",Basavanagudi,Basavanagudi,"Beverages,Sandwich",300,4.5,155,Beverage Shop
Pin Me Down,"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",Basavanagudi,Basavanagudi,"Continental,Mexican,Chinese,North Indian",800,4.5,784,Casual Dining
Mudpipe Cafe,"1, KDP Building, 4th Floor, Near Forum Mall, Above NEXA showroom, Hosur Road, BTM, Bangalore",Basavanagudi,Basavanagudi,"Cafe,Continental,Burger",900,4.5,1872,Cafe
Milano Ice Cream,"7, 9th Main, 5th Block, Jayanagar, Bangalore",Basavanagudi,Basavanagudi,"Ice Cream,Desserts",400,4.5,197,Dessert Parlor
Mavalli Tiffin Room (MTR),"14, Lalbagh Road, Mavalli, Basavanagudi, Bangalore",Basavanagudi,Basavanagudi,South Indian,250,4.5,2896,Quick Bites
Meghana Foods,"52, 1st Floor, 33rd Cross, 4th Block, Jayanagar, Bangalore",Basavanagudi,Basavanagudi,"Biryani,Andhra,North Indian,Seafood",600,4.5,4569,Casual Dining
Jalsa Gold,"20\5, Panathur Junction, Outer Ring Road, Kadubeessanahalli, Marathahalli, Bangalore",Bellandur,Bellandur,"North Indian,Mughlai,Italian",1300,4.5,3421,Casual Dining
XO Belgian Waffle,"27th Main road, Sriven Teesta, Near Raymond?s Showroom HSR, Bangalore",Bellandur,Bellandur,"Desserts,Beverages",400,4.5,141,Dessert Parlor
Suryawanshi,"71/1A, 1st Floor, Kaikondrahalli, Sarjapur Main Road, Bengaluru, Karnataka",Bellandur,Bellandur,"Maharashtrian,Seafood",700,4.5,125,Casual Dining
Chili's American Grill & Bar,"13, The Bay, RMZ EcoWorld, Bellandur, Bangalore",Bellandur,Bellandur,"American,Tex-Mex,Burger,BBQ",1800,4.5,1365,"Casual Dining, Bar"
Olive Bar And Kitchen,"16, Wood Street, Ashok Nagar, Richmond Road, Bangalore",Brigade Road,Brigade Road,"Mediterranean,European,Salad",1800,4.5,2194,Casual Dining
Mainland China,"First Floor, 14, Church Street, Bangalore",Brigade Road,Brigade Road,"Chinese,Momos",1700,4.5,1394,"Casual Dining, Bar"
Truffles,"22, St. Marks Road, Bangalore",Brigade Road,Brigade Road,"Cafe,American,Burger,Steak",900,4.5,3568,Cafe
Pasta Street,"37/2, Chicago Avenue, Opposite Fortis Hospital, Cunningham Road, Bangalore",Brigade Road,Brigade Road,"Italian,Pizza,Salad",1300,4.5,1621,Casual Dining
Truffles,"22, St. Marks Road, Bangalore",Brigade Road,Brigade Road,"Cafe,American,Burger,Steak",900,4.5,3569,Cafe
Fabelle Chocolate Boutique - ITC Gardenia,"ITC Gardenia, 1, Ashok Nagar, Residency Road, Bangalore",Brigade Road,Brigade Road,"Desserts,Ice Cream,Beverages",1250,4.5,232,Dessert Parlor
Corner House Ice Cream,"4, Madras Bank Road, Lavelle Road, Bangalore",Brigade Road,Brigade Road,"Ice Cream,Desserts",400,4.5,292,Dessert Parlor
Arbor Brewing Company,"8, 3rd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore",Brigade Road,Brigade Road,"American,Continental,Salad",2000,4.5,8375,"Pub, Microbrewery"
The Permit Room,"16/3, Commissariat Road, Brigade Road, Bangalore",Brigade Road,Brigade Road,South Indian,1500,4.5,1573,"Casual Dining, Bar"
Hard Rock Cafe,"40, Opposite LIC Building, Off MG Road, St. Marks Road, Bangalore",Brigade Road,Brigade Road,"American,BBQ",2500,4.5,5262,"Casual Dining, Bar"
Karavalli - The Gateway Hotel,"Gateway Hotel, 66, Residency Road, Bangalore",Brigade Road,Brigade Road,"Mangalorean,Konkan,Seafood,Kerala",3500,4.5,674,Fine Dining
Truffles,"22, St. Marks Road, Bangalore",Brigade Road,Brigade Road,"Cafe,American,Burger,Steak",900,4.5,3614,Cafe
Chianti,"No.18, Ramanashree Arcade, Ground Floor, Ashok Nagar Post, MG Road, Bangalore",Brigade Road,Brigade Road,Italian,1500,4.5,340,Casual Dining
Alba - JW Marriott Bengaluru,"JW Marriott, 24/1, Vittal Mallya Road, Lavelle Road, Bangalore",Brigade Road,Brigade Road,Italian,4000,4.5,583,Fine Dining
Republic Of Noodles - Lemon Tree Premier,"Lemon Tree Premier, 2/1, St. Johns Road, Ulsoor, Bangalore",Brigade Road,Brigade Road,"Malaysian,Singaporean,Thai",1800,4.5,550,Casual Dining
Siddiqu Kabab Center,"44, Aga Abudullah Street, Richmond Road, Bangalore",Brigade Road,Brigade Road,"North Indian,Rolls",250,4.5,174,Quick Bites
Chikkanna Tiffin Room,"Near Ulsoor Gate Police Station, Cubbonpet, City Market, Bangalore",Brigade Road,Brigade Road,South Indian,150,4.5,203,Quick Bites
Bloomsbury's Global Kitchen & Bakehouse,"Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",Brookefield,Brookefield,"American,Cafe,Continental,French,Burger",900,4.5,733,"Cafe, Dessert Parlor"
Polar Bear,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",Brookefield,Brookefield,"Desserts,Ice Cream",300,4.5,41,"Takeaway, Delivery"
HOMMS,"2A & 3, 15th Cross Rd, Below Zolo Stays Utopia, Green Garden Layout, Munnekollal, Marathahalli, Bangalore",Brookefield,Brookefield,"Chinese,Beverages,Momos,Thai",300,4.5,224,Quick Bites
Corner House Ice Cream,"Tata Star Extra, Opposite Shankara Eye Hospital, Kundalahalli Gate, Varthur Road, Marathahalli, Bangalore",Brookefield,Brookefield,"Ice Cream,Desserts",400,4.5,949,Dessert Parlor
Sidewalk - The Garden Bar,"Ground Floor, Soul Space Paradigm, Next to Innovative Multiplex, Bata Showroom, Marathahalli, Bangalore",Brookefield,Brookefield,"North Indian,Continental,Chinese,Thai",1300,4.5,2949,"Bar, Casual Dining"
Buff Buffet Buff,"60, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"North Indian,Chinese,Continental,Thai,Salad",1500,4.5,3125,"Casual Dining, Bar"
Sultans of Spice,"BluPetal Hotel, 60 Jyoti Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"North Indian,Mughlai,Salad",1300,4.5,3458,Casual Dining
Toscano,"2nd Floor, Forum Mall, Koramangala 7th Block, Bangalore Koramangala 7th Block",BTM,BTM,"Italian,Salad",1500,4.5,710,Casual Dining
Mudpipe Cafe,"1, KDP Building, 4th Floor, Near Forum Mall, Above NEXA showroom, Hosur Road, BTM, Bangalore",BTM,BTM,"Cafe,Continental,Burger",900,4.5,1874,Cafe
Dyu Art Cafe,"23, Near Mangala Kalyana Mantapa, MIG, KHB Colony, Koramangala 5th Block, Bangalore",BTM,BTM,"Cafe,Italian,Fast Food",800,4.5,3826,Cafe
Stoner,"Elite Building Ground Floor, Industrial Layout, Jyoti Niwas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Ice Cream,Cafe,Pizza,Burger,Desserts",500,4.5,2594,"Dessert Parlor, Cafe"
Market Table,"10, Fifth A Block, 17th B Main, Koramangala 5th Block, Bangalore",BTM,BTM,"Cafe,Continental,Mediterranean,Beverages",900,4.5,546,Cafe
99 Pancakes,"70, Jyoti Nivas College Road, Koramangala Industrial Layout, Koramangala 5th Block, Bangalore",BTM,BTM,"Desserts,Cafe",500,4.5,334,"Dessert Parlor, Cafe"
eat.fit,"96, 29th Main, 23rd Cross, 2nd Stage, BTM, Bangalore",BTM,BTM,"Healthy Food,North Indian,Biryani,Continental,Sandwich",500,4.5,1181,Delivery
Corner House Ice Cream,"1001, 9th Main, Sector 7, HSR Layout, Bangalore, HSR, Bangalore",BTM,BTM,"Ice Cream,Desserts",400,4.5,206,Dessert Parlor
XO Belgian Waffle,"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",BTM,BTM,"Desserts,Beverages",400,4.5,554,Dessert Parlor
Pin Me Down,"29, Tavakere Main Road, Behind Forum Mall, Koramangala, Bangalore",BTM,BTM,"Continental,Mexican,Chinese,North Indian",800,4.5,799,Casual Dining
Bonum cibum,"1502, Ground Floor, Sector 1, HSR Layout, HSR, Bangalore",BTM,BTM,"Lebanese,Turkish",1200,4.5,181,Casual Dining
Once Upon A Flame,"36, 1st Floor, 14th Main Road, 7th Sector, 80 Feet Main Road, Opposite Vedantu Online Learning Center, HSR, Bangalore",BTM,BTM,"Steak,Continental,Burger,BBQ",1200,4.5,2062,Casual Dining
Roots,"43/A, 1st Main, Jakkasandra Road, Near Wipro Park, Koramangala 1st Block, Bangalore",BTM,BTM,"North Indian,South Indian,Chinese,Continental,Mangalorean",1200,4.5,1877,"Casual Dining, Bar"
Pasta Street,"751, 80 Feet Road, Opposite SBI Bank, Koramangala 4th Block, Bangalore",BTM,BTM,"Italian,Pizza,Salad",1300,4.5,245,Casual Dining
Gilly's Restobar,"91, Jyothi Nivas College Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Finger Food,Continental,North Indian",1000,4.5,3902,"Pub, Casual Dining"
Big Wong XL,"3, 5th Block, 60 Feet Road, Koramangala 5th Block, Bangalore",BTM,BTM,"Chinese,Sushi,Asian,Thai",1400,4.5,678,Casual Dining
XO Belgian Waffle,"948, 16th Main, MICO Layout, 2nd Stage, BTM, Bangalore",BTM,BTM,"Desserts,Beverages",400,4.5,583,Dessert Parlor
